user_id,device,location,traffic_source,customer_type
U028823,Mobile,Delhi,YouTube,Returning
U028824,Mobile,Mumbai,Instagram,New
U028825,Mobile,Mumbai,Facebook,New
U028826,Desktop,Chennai,YouTube,New
U028827,Mobile,Hyderabad,Instagram,New
U028828,Desktop,Hyderabad,Paid Ads,Returning
U028829,Mobile,Delhi,Paid Ads,New
U028830,Mobile,Ahmedabad,Instagram,New
U028831,Desktop,Pune,Direct,Returning
U028832,Mobile,Hyderabad,Instagram,New
U028833,Mobile,Delhi,Direct,New
U028834,Mobile,Hyderabad,Direct,Returning
U028835,Desktop,Pune,Instagram,New
U028836,Mobile,Kolkata,Direct,New
U028837,Mobile,Chennai,Google,Returning
U028838,Desktop,Bangalore,Direct,New
U028839,Mobile,Bangalore,Google,New
U028840,Mobile,Ahmedabad,Facebook,New
U028841,Mobile,Hyderabad,Google,New
U028842,Desktop,Pune,Google,New
U028843,Mobile,Chennai,Facebook,New
U028844,Desktop,Delhi,Paid Ads,New
U028845,Desktop,Mumbai,YouTube,Returning
U028846,Mobile,Kolkata,Instagram,New
U028847,Desktop,Kolkata,Paid Ads,New
U028848,Mobile,Ahmedabad,Instagram,New
U028849,Mobile,Hyderabad,Google,New
U028850,Desktop,Mumbai,Direct,Returning
U028851,Mobile,Bangalore,Google,New
U028852,Mobile,Chennai,Direct,Returning
U028853,Mobile,Hyderabad,Direct,Returning
U028854,Mobile,Pune,YouTube,New
U028855,Mobile,Hyderabad,YouTube,New
U028856,Desktop,Ahmedabad,Instagram,New
U028857,Desktop,Chennai,Google,New
U028858,Mobile,Bangalore,Google,New
U028859,Mobile,Ahmedabad,Instagram,Returning
U028860,Mobile,Chennai,Instagram,New
U028861,Mobile,Pune,Paid Ads,New
U028862,Mobile,Hyderabad,Paid Ads,New
U028863,Mobile,Ahmedabad,Google,New
U028864,Mobile,Pune,Instagram,New
U028865,Mobile,Delhi,Google,New
U028866,Desktop,Ahmedabad,Email,New
U028867,Mobile,Ahmedabad,Direct,New
U028868,Desktop,Kolkata,Instagram,New
U028869,Desktop,Kolkata,Google,New
U028870,Tablet,Pune,Google,New
U028871,Desktop,Mumbai,Direct,New
U028872,Desktop,Pune,Facebook,New
U028873,Mobile,Chennai,Referral,New
U028874,Mobile,Mumbai,Direct,New
U028875,Desktop,Ahmedabad,Direct,Returning
U028876,Desktop,Pune,YouTube,New
U028877,Mobile,Chennai,Direct,New
U028878,Desktop,Delhi,Email,New
U028879,Mobile,Delhi,Instagram,New
U028880,Mobile,Mumbai,Paid Ads,New
U028881,Mobile,Pune,Email,New
U028882,Desktop,Kolkata,Paid Ads,New
U028883,Desktop,Delhi,Paid Ads,Returning
U028884,Desktop,Bangalore,Instagram,New
U028885,Desktop,Delhi,Paid Ads,New
U028886,Mobile,Hyderabad,Facebook,New
U028887,Desktop,Delhi,Paid Ads,New
U028888,Mobile,Bangalore,Email,New
U028889,Desktop,Chennai,Instagram,New
U028890,Mobile,Chennai,Paid Ads,New
U028891,Mobile,Chennai,Direct,New
U028892,Desktop,Delhi,Instagram,Returning
U028893,Desktop,Hyderabad,Instagram,New
U028894,Mobile,Pune,Referral,Returning
U028895,Desktop,Hyderabad,YouTube,New
U028896,Mobile,Ahmedabad,Instagram,Returning
U028897,Mobile,Kolkata,Instagram,New
U028898,Desktop,Mumbai,Direct,New
U028899,Mobile,Delhi,Referral,New
U028900,Desktop,Hyderabad,Email,Returning
U028901,Mobile,Mumbai,Instagram,Returning
U028902,Mobile,Kolkata,Facebook,New
U028903,Mobile,Ahmedabad,Instagram,New
U028904,Mobile,Hyderabad,Email,New
U028905,Mobile,Chennai,Paid Ads,New
U028906,Desktop,Ahmedabad,Email,New
U028907,Tablet,Hyderabad,Paid Ads,New
U028908,Desktop,Kolkata,Paid Ads,New
U028909,Desktop,Mumbai,Email,New
U028910,Mobile,Ahmedabad,Facebook,Returning
U028911,Mobile,Chennai,Paid Ads,New
U028912,Mobile,Bangalore,Direct,New
U028913,Mobile,Ahmedabad,Paid Ads,New
U028914,Desktop,Bangalore,Email,Returning
U028915,Mobile,Hyderabad,Referral,New
U028916,Mobile,Mumbai,Google,New
U028917,Mobile,Hyderabad,Instagram,New
U028918,Mobile,Delhi,Paid Ads,New
U028919,Mobile,Delhi,Instagram,New
U028920,Desktop,Delhi,Instagram,Returning
U028921,Mobile,Bangalore,Direct,Returning
U028922,Desktop,Kolkata,Facebook,Returning
U028923,Mobile,Pune,Paid Ads,New
U028924,Desktop,Ahmedabad,Instagram,Returning
U028925,Desktop,Ahmedabad,Email,New
U028926,Desktop,Hyderabad,Facebook,New
U028927,Mobile,Pune,Facebook,New
U028928,Mobile,Delhi,Direct,New
U028929,Desktop,Chennai,Facebook,New
U028930,Mobile,Delhi,Direct,New
U028931,Mobile,Hyderabad,Google,New
U028932,Mobile,Delhi,Instagram,New
U028933,Desktop,Pune,Referral,New
U028934,Mobile,Delhi,Instagram,New
U028935,Desktop,Pune,Google,Returning
U028936,Mobile,Delhi,Facebook,New
U028937,Mobile,Delhi,Instagram,New
U028938,Mobile,Pune,Instagram,New
U028939,Mobile,Kolkata,Instagram,New
U028940,Mobile,Kolkata,Instagram,New
U028941,Mobile,Pune,Direct,New
U028942,Mobile,Chennai,Google,New
U028943,Desktop,Ahmedabad,YouTube,Returning
U028944,Mobile,Kolkata,YouTube,New
U028945,Mobile,Pune,Google,Returning
U028946,Mobile,Chennai,Google,New
U028947,Mobile,Pune,YouTube,New
U028948,Mobile,Bangalore,Referral,New
U028949,Mobile,Bangalore,Google,New
U028950,Desktop,Bangalore,Google,New
U028951,Mobile,Delhi,Instagram,New
U028952,Desktop,Chennai,Facebook,New
U028953,Mobile,Kolkata,Instagram,New
U028954,Desktop,Hyderabad,Paid Ads,Returning
U028955,Mobile,Bangalore,Google,New
U028956,Mobile,Delhi,Facebook,Returning
U028957,Desktop,Hyderabad,Instagram,New
U028958,Mobile,Mumbai,Facebook,Returning
U028959,Mobile,Hyderabad,Instagram,New
U028960,Mobile,Kolkata,Google,New
U028961,Desktop,Mumbai,Instagram,Returning
U028962,Desktop,Hyderabad,Referral,New
U028963,Desktop,Delhi,Facebook,New
U028964,Desktop,Chennai,Referral,New
U028965,Mobile,Chennai,Facebook,New
U028966,Mobile,Delhi,Google,Returning
U028967,Desktop,Mumbai,Direct,New
U028968,Tablet,Ahmedabad,Referral,New
U028969,Mobile,Bangalore,Direct,New
U028970,Tablet,Pune,Facebook,New
U028971,Mobile,Bangalore,Direct,New
U028972,Desktop,Delhi,Email,New
U028973,Desktop,Ahmedabad,Referral,New
U028974,Desktop,Hyderabad,YouTube,New
U028975,Mobile,Hyderabad,Paid Ads,New
U028976,Mobile,Bangalore,Instagram,Returning
U028977,Mobile,Chennai,Direct,New
U028978,Mobile,Chennai,Facebook,New
U028979,Desktop,Hyderabad,YouTube,New
U028980,Desktop,Delhi,Facebook,New
U028981,Mobile,Delhi,Paid Ads,Returning
U028982,Mobile,Bangalore,Paid Ads,New
U028983,Mobile,Hyderabad,Facebook,New
U028984,Mobile,Pune,Facebook,New
U028985,Desktop,Delhi,YouTube,New
U028986,Desktop,Kolkata,Google,New
U028987,Tablet,Pune,Paid Ads,New
U028988,Mobile,Pune,Direct,New
U028989,Mobile,Bangalore,Facebook,New
U028990,Mobile,Chennai,Google,New
U028991,Mobile,Ahmedabad,Facebook,New
U028992,Tablet,Bangalore,Google,New
U028993,Mobile,Kolkata,Google,New
U028994,Mobile,Bangalore,Referral,New
U028995,Desktop,Mumbai,Instagram,Returning
U028996,Desktop,Ahmedabad,Paid Ads,New
U028997,Mobile,Kolkata,Google,New
U028998,Desktop,Bangalore,YouTube,New
U028999,Mobile,Kolkata,Direct,Returning
U029000,Desktop,Mumbai,Direct,Returning
U029001,Mobile,Mumbai,Google,Returning
U029002,Mobile,Kolkata,Email,New
U029003,Mobile,Mumbai,Facebook,New
U029004,Mobile,Mumbai,Google,Returning
U029005,Mobile,Ahmedabad,Instagram,Returning
U029006,Desktop,Kolkata,Direct,New
U029007,Mobile,Pune,Instagram,New
U029008,Desktop,Bangalore,Instagram,New
U029009,Mobile,Chennai,Email,New
U029010,Mobile,Pune,Paid Ads,New
U029011,Tablet,Kolkata,Instagram,New
U029012,Desktop,Delhi,Direct,New
U029013,Mobile,Mumbai,Paid Ads,Returning
U029014,Mobile,Kolkata,Google,Returning
U029015,Desktop,Mumbai,Instagram,New
U029016,Mobile,Pune,Paid Ads,New
U029017,Mobile,Chennai,Paid Ads,New
U029018,Mobile,Bangalore,Facebook,New
U029019,Mobile,Mumbai,Direct,New
U029020,Mobile,Kolkata,Facebook,Returning
U029021,Desktop,Ahmedabad,Instagram,New
U029022,Mobile,Ahmedabad,Paid Ads,New
U029023,Mobile,Delhi,Facebook,Returning
U029024,Desktop,Ahmedabad,Direct,New
U029025,Desktop,Chennai,Direct,Returning
U029026,Mobile,Kolkata,Paid Ads,New
U029027,Desktop,Ahmedabad,YouTube,New
U029028,Desktop,Bangalore,Google,Returning
U029029,Mobile,Chennai,Email,New
U029030,Mobile,Pune,Google,Returning
U029031,Desktop,Bangalore,Facebook,Returning
U029032,Mobile,Mumbai,Referral,New
U029033,Mobile,Bangalore,Direct,New
U029034,Desktop,Ahmedabad,Google,New
U029035,Mobile,Mumbai,YouTube,Returning
U029036,Desktop,Bangalore,Google,Returning
U029037,Mobile,Bangalore,Direct,New
U029038,Mobile,Pune,Paid Ads,New
U029039,Mobile,Pune,Instagram,Returning
U029040,Mobile,Hyderabad,Direct,New
U029041,Desktop,Ahmedabad,Facebook,New
U029042,Desktop,Chennai,Instagram,New
U029043,Mobile,Kolkata,Facebook,New
U029044,Tablet,Chennai,Google,New
U029045,Mobile,Bangalore,Google,New
U029046,Mobile,Ahmedabad,Instagram,New
U029047,Mobile,Pune,Instagram,New
U029048,Mobile,Kolkata,Instagram,Returning
U029049,Desktop,Chennai,Instagram,Returning
U029050,Mobile,Pune,Referral,New
U029051,Mobile,Delhi,Facebook,New
U029052,Mobile,Kolkata,Instagram,New
U029053,Desktop,Chennai,Direct,New
U029054,Desktop,Delhi,Paid Ads,New
U029055,Desktop,Mumbai,Instagram,New
U029056,Mobile,Chennai,Referral,New
U029057,Mobile,Chennai,Paid Ads,New
U029058,Mobile,Chennai,Instagram,New
U029059,Mobile,Mumbai,Google,Returning
U029060,Desktop,Bangalore,Facebook,New
U029061,Mobile,Pune,Google,New
U029062,Mobile,Delhi,Instagram,New
U029063,Mobile,Hyderabad,Email,New
U029064,Mobile,Mumbai,Facebook,Returning
U029065,Mobile,Hyderabad,Direct,New
U029066,Mobile,Hyderabad,Facebook,Returning
U029067,Mobile,Hyderabad,Paid Ads,Returning
U029068,Desktop,Chennai,Email,New
U029069,Mobile,Kolkata,Instagram,New
U029070,Desktop,Chennai,Instagram,New
U029071,Desktop,Hyderabad,Instagram,New
U029072,Desktop,Mumbai,Instagram,Returning
U029073,Mobile,Kolkata,Facebook,Returning
U029074,Mobile,Hyderabad,Referral,New
U029075,Desktop,Hyderabad,Facebook,New
U029076,Mobile,Kolkata,Instagram,Returning
U029077,Mobile,Mumbai,Facebook,Returning
U029078,Mobile,Mumbai,Instagram,New
U029079,Desktop,Mumbai,Google,New
U029080,Tablet,Ahmedabad,Instagram,New
U029081,Mobile,Hyderabad,Instagram,New
U029082,Mobile,Kolkata,Direct,New
U029083,Desktop,Ahmedabad,Google,New
U029084,Mobile,Chennai,Google,New
U029085,Mobile,Ahmedabad,Google,New
U029086,Mobile,Chennai,Google,New
U029087,Desktop,Bangalore,Google,New
U029088,Mobile,Delhi,Direct,Returning
U029089,Mobile,Delhi,Paid Ads,Returning
U029090,Mobile,Hyderabad,Google,Returning
U029091,Desktop,Hyderabad,Google,Returning
U029092,Desktop,Pune,Email,New
U029093,Mobile,Kolkata,Instagram,New
U029094,Desktop,Hyderabad,Email,New
U029095,Mobile,Pune,Direct,New
U029096,Mobile,Delhi,Paid Ads,New
U029097,Desktop,Delhi,Paid Ads,New
U029098,Mobile,Bangalore,Google,New
U029099,Mobile,Chennai,Google,Returning
U029100,Mobile,Kolkata,Google,New
U029101,Desktop,Ahmedabad,Email,New
U029102,Desktop,Bangalore,Facebook,New
U029103,Desktop,Delhi,Instagram,Returning
U029104,Mobile,Delhi,Facebook,Returning
U029105,Desktop,Delhi,Direct,New
U029106,Mobile,Kolkata,YouTube,New
U029107,Desktop,Mumbai,Direct,New
U029108,Desktop,Mumbai,Paid Ads,New
U029109,Mobile,Bangalore,Email,Returning
U029110,Mobile,Mumbai,Google,Returning
U029111,Mobile,Ahmedabad,Google,New
U029112,Desktop,Delhi,Instagram,Returning
U029113,Mobile,Ahmedabad,Google,Returning
U029114,Mobile,Pune,Referral,New
U029115,Mobile,Chennai,Facebook,New
U029116,Mobile,Chennai,Instagram,New
U029117,Desktop,Ahmedabad,Google,New
U029118,Mobile,Chennai,Paid Ads,New
U029119,Mobile,Hyderabad,Referral,Returning
U029120,Desktop,Ahmedabad,Paid Ads,Returning
U029121,Desktop,Mumbai,Google,New
U029122,Mobile,Ahmedabad,Google,New
U029123,Mobile,Mumbai,Instagram,New
U029124,Desktop,Delhi,Instagram,New
U029125,Mobile,Delhi,Paid Ads,New
U029126,Desktop,Delhi,Google,New
U029127,Mobile,Kolkata,Google,New
U029128,Mobile,Kolkata,Google,Returning
U029129,Mobile,Delhi,Referral,Returning
U029130,Mobile,Chennai,Facebook,New
U029131,Desktop,Ahmedabad,Facebook,New
U029132,Tablet,Hyderabad,Instagram,New
U029133,Tablet,Ahmedabad,Google,New
U029134,Desktop,Hyderabad,Direct,New
U029135,Desktop,Mumbai,Paid Ads,Returning
U029136,Desktop,Hyderabad,Referral,Returning
U029137,Desktop,Mumbai,Direct,Returning
U029138,Mobile,Kolkata,Facebook,New
U029139,Mobile,Bangalore,Paid Ads,New
U029140,Desktop,Kolkata,Paid Ads,New
U029141,Desktop,Pune,Email,New
U029142,Desktop,Delhi,Facebook,Returning
U029143,Desktop,Pune,Direct,New
U029144,Mobile,Hyderabad,YouTube,New
U029145,Desktop,Ahmedabad,Instagram,Returning
U029146,Tablet,Mumbai,YouTube,New
U029147,Mobile,Hyderabad,Instagram,Returning
U029148,Desktop,Ahmedabad,Email,Returning
U029149,Mobile,Kolkata,Paid Ads,New
U029150,Desktop,Chennai,YouTube,Returning
U029151,Desktop,Mumbai,Instagram,Returning
U029152,Mobile,Chennai,Paid Ads,New
U029153,Mobile,Mumbai,Email,New
U029154,Mobile,Delhi,YouTube,New
U029155,Mobile,Mumbai,Facebook,New
U029156,Mobile,Delhi,YouTube,New
U029157,Mobile,Delhi,Facebook,Returning
U029158,Desktop,Hyderabad,Referral,New
U029159,Mobile,Kolkata,Paid Ads,New
U029160,Mobile,Chennai,Direct,New
U029161,Desktop,Bangalore,Instagram,Returning
U029162,Desktop,Ahmedabad,Email,New
U029163,Desktop,Kolkata,Paid Ads,New
U029164,Mobile,Pune,Paid Ads,New
U029165,Mobile,Delhi,Paid Ads,New
U029166,Mobile,Delhi,Instagram,Returning
U029167,Mobile,Ahmedabad,Email,New
U029168,Desktop,Kolkata,YouTube,New
U029169,Mobile,Kolkata,Facebook,New
U029170,Desktop,Hyderabad,Paid Ads,New
U029171,Mobile,Ahmedabad,Instagram,Returning
U029172,Mobile,Delhi,Instagram,New
U029173,Mobile,Ahmedabad,YouTube,Returning
U029174,Desktop,Kolkata,Google,New
U029175,Mobile,Kolkata,Direct,Returning
U029176,Mobile,Pune,Google,New
U029177,Mobile,Hyderabad,Google,New
U029178,Mobile,Pune,Paid Ads,New
U029179,Desktop,Mumbai,Google,New
U029180,Mobile,Hyderabad,Google,New
U029181,Mobile,Chennai,Instagram,New
U029182,Desktop,Pune,Instagram,New
U029183,Mobile,Bangalore,Google,Returning
U029184,Mobile,Pune,Instagram,New
U029185,Mobile,Kolkata,Facebook,New
U029186,Mobile,Hyderabad,Facebook,Returning
U029187,Mobile,Bangalore,Google,New
U029188,Desktop,Chennai,Instagram,New
U029189,Desktop,Bangalore,Direct,Returning
U029190,Mobile,Hyderabad,Facebook,New
U029191,Desktop,Pune,Instagram,New
U029192,Mobile,Delhi,Google,New
U029193,Mobile,Chennai,Instagram,New
U029194,Desktop,Delhi,Direct,New
U029195,Mobile,Kolkata,Facebook,Returning
U029196,Mobile,Pune,Facebook,New
U029197,Desktop,Hyderabad,Direct,New
U029198,Mobile,Bangalore,Google,New
U029199,Mobile,Mumbai,Paid Ads,New
U029200,Desktop,Bangalore,Referral,New
U029201,Desktop,Kolkata,Facebook,New
U029202,Desktop,Mumbai,Direct,Returning
U029203,Mobile,Kolkata,Facebook,New
U029204,Mobile,Pune,Google,Returning
U029205,Mobile,Kolkata,Google,New
U029206,Mobile,Ahmedabad,Google,New
U029207,Mobile,Mumbai,Google,New
U029208,Desktop,Hyderabad,Paid Ads,New
U029209,Mobile,Hyderabad,Google,New
U029210,Mobile,Chennai,Google,Returning
U029211,Mobile,Bangalore,Direct,New
U029212,Tablet,Hyderabad,Email,Returning
U029213,Desktop,Chennai,Referral,New
U029214,Tablet,Delhi,Direct,New
U029215,Mobile,Chennai,Direct,New
U029216,Mobile,Chennai,Email,New
U029217,Mobile,Ahmedabad,Google,New
U029218,Desktop,Bangalore,Direct,New
U029219,Mobile,Bangalore,Email,New
U029220,Mobile,Chennai,YouTube,Returning
U029221,Mobile,Kolkata,Direct,New
U029222,Mobile,Ahmedabad,Google,Returning
U029223,Mobile,Delhi,Direct,New
U029224,Mobile,Delhi,Referral,Returning
U029225,Mobile,Pune,Google,New
U029226,Mobile,Pune,Direct,New
U029227,Mobile,Pune,Paid Ads,New
U029228,Desktop,Mumbai,Google,New
U029229,Mobile,Bangalore,Direct,Returning
U029230,Desktop,Hyderabad,Email,New
U029231,Mobile,Kolkata,Instagram,New
U029232,Mobile,Bangalore,Instagram,New
U029233,Mobile,Delhi,Paid Ads,Returning
U029234,Tablet,Ahmedabad,Facebook,Returning
U029235,Mobile,Chennai,Paid Ads,New
U029236,Mobile,Hyderabad,Instagram,New
U029237,Mobile,Ahmedabad,Google,New
U029238,Mobile,Mumbai,Referral,New
U029239,Mobile,Hyderabad,Referral,Returning
U029240,Mobile,Hyderabad,Instagram,New
U029241,Mobile,Hyderabad,Facebook,Returning
U029242,Mobile,Bangalore,Instagram,New
U029243,Desktop,Ahmedabad,Paid Ads,New
U029244,Mobile,Bangalore,Instagram,Returning
U029245,Mobile,Chennai,Direct,Returning
U029246,Desktop,Ahmedabad,Email,Returning
U029247,Desktop,Kolkata,Instagram,New
U029248,Mobile,Pune,Facebook,Returning
U029249,Mobile,Hyderabad,Instagram,New
U029250,Desktop,Bangalore,Instagram,New
U029251,Mobile,Kolkata,Instagram,New
U029252,Desktop,Mumbai,Instagram,New
U029253,Mobile,Bangalore,Direct,New
U029254,Mobile,Delhi,Facebook,New
U029255,Desktop,Hyderabad,Google,Returning
U029256,Tablet,Ahmedabad,Referral,New
U029257,Mobile,Pune,YouTube,New
U029258,Desktop,Hyderabad,Instagram,New
U029259,Mobile,Delhi,Paid Ads,New
U029260,Desktop,Delhi,Google,Returning
U029261,Desktop,Bangalore,Instagram,New
U029262,Mobile,Delhi,Instagram,New
U029263,Mobile,Hyderabad,Facebook,New
U029264,Mobile,Mumbai,Direct,New
U029265,Mobile,Pune,Paid Ads,Returning
U029266,Mobile,Mumbai,Facebook,New
U029267,Desktop,Ahmedabad,Instagram,New
U029268,Mobile,Mumbai,Facebook,New
U029269,Mobile,Delhi,Instagram,New
U029270,Desktop,Bangalore,Direct,New
U029271,Mobile,Ahmedabad,Google,New
U029272,Mobile,Kolkata,Referral,New
U029273,Mobile,Mumbai,Paid Ads,New
U029274,Mobile,Delhi,Facebook,New
U029275,Mobile,Mumbai,Direct,New
U029276,Desktop,Mumbai,Referral,New
U029277,Mobile,Hyderabad,Instagram,New
U029278,Desktop,Hyderabad,Instagram,Returning
U029279,Desktop,Hyderabad,YouTube,New
U029280,Desktop,Mumbai,Instagram,New
U029281,Mobile,Bangalore,Google,New
U029282,Mobile,Kolkata,Direct,New
U029283,Desktop,Ahmedabad,Google,New
U029284,Mobile,Pune,Facebook,New
U029285,Mobile,Chennai,Paid Ads,New
U029286,Desktop,Delhi,Instagram,New
U029287,Desktop,Bangalore,Google,New
U029288,Mobile,Pune,Direct,New
U029289,Desktop,Bangalore,Google,New
U029290,Mobile,Pune,Google,Returning
U029291,Mobile,Hyderabad,Google,New
U029292,Desktop,Delhi,Google,Returning
U029293,Desktop,Ahmedabad,Paid Ads,Returning
U029294,Tablet,Bangalore,Instagram,New
U029295,Mobile,Bangalore,Facebook,Returning
U029296,Desktop,Pune,Email,New
U029297,Mobile,Delhi,YouTube,New
U029298,Mobile,Mumbai,Google,New
U029299,Desktop,Pune,Google,Returning
U029300,Mobile,Pune,Facebook,New
U029301,Mobile,Bangalore,Facebook,New
U029302,Mobile,Pune,Google,New
U029303,Mobile,Hyderabad,Instagram,New
U029304,Mobile,Delhi,Facebook,New
U029305,Mobile,Pune,Paid Ads,Returning
U029306,Mobile,Chennai,Google,New
U029307,Mobile,Ahmedabad,Referral,New
U029308,Desktop,Pune,Referral,New
U029309,Desktop,Kolkata,YouTube,New
U029310,Mobile,Hyderabad,Direct,New
U029311,Mobile,Pune,Direct,New
U029312,Desktop,Hyderabad,Referral,New
U029313,Mobile,Pune,Instagram,New
U029314,Mobile,Bangalore,Direct,New
U029315,Desktop,Pune,Google,Returning
U029316,Mobile,Bangalore,Instagram,New
U029317,Mobile,Kolkata,Paid Ads,New
U029318,Mobile,Ahmedabad,Direct,Returning
U029319,Mobile,Kolkata,Google,Returning
U029320,Mobile,Kolkata,Referral,New
U029321,Desktop,Hyderabad,YouTube,New
U029322,Desktop,Pune,Direct,New
U029323,Mobile,Ahmedabad,Direct,New
U029324,Tablet,Delhi,Google,Returning
U029325,Desktop,Pune,Instagram,New
U029326,Mobile,Kolkata,Direct,New
U029327,Mobile,Bangalore,Google,New
U029328,Mobile,Ahmedabad,Instagram,Returning
U029329,Desktop,Ahmedabad,Google,Returning
U029330,Mobile,Pune,Google,New
U029331,Desktop,Pune,Google,Returning
U029332,Mobile,Ahmedabad,Google,New
U029333,Mobile,Bangalore,Referral,Returning
U029334,Mobile,Ahmedabad,Facebook,New
U029335,Desktop,Mumbai,Google,New
U029336,Mobile,Pune,YouTube,New
U029337,Mobile,Chennai,YouTube,New
U029338,Mobile,Chennai,Facebook,New
U029339,Desktop,Delhi,Facebook,New
U029340,Desktop,Pune,Instagram,New
U029341,Mobile,Hyderabad,Facebook,Returning
U029342,Desktop,Mumbai,Direct,New
U029343,Mobile,Delhi,Instagram,New
U029344,Mobile,Chennai,Google,New
U029345,Mobile,Hyderabad,Google,Returning
U029346,Mobile,Delhi,Instagram,New
U029347,Mobile,Kolkata,Referral,New
U029348,Desktop,Mumbai,Instagram,Returning
U029349,Desktop,Mumbai,Google,New
U029350,Desktop,Delhi,Email,New
U029351,Desktop,Delhi,YouTube,New
U029352,Desktop,Bangalore,Email,New
U029353,Mobile,Hyderabad,YouTube,New
U029354,Desktop,Kolkata,Paid Ads,Returning
U029355,Mobile,Delhi,Referral,Returning
U029356,Desktop,Hyderabad,Instagram,New
U029357,Mobile,Mumbai,YouTube,New
U029358,Mobile,Ahmedabad,YouTube,New
U029359,Desktop,Mumbai,Direct,New
U029360,Desktop,Ahmedabad,Instagram,New
U029361,Mobile,Kolkata,Direct,New
U029362,Mobile,Chennai,Instagram,New
U029363,Mobile,Kolkata,Paid Ads,Returning
U029364,Tablet,Delhi,Instagram,New
U029365,Mobile,Hyderabad,Instagram,New
U029366,Mobile,Kolkata,Facebook,New
U029367,Mobile,Mumbai,Instagram,New
U029368,Mobile,Chennai,Paid Ads,New
U029369,Mobile,Bangalore,Email,Returning
U029370,Desktop,Hyderabad,Instagram,New
U029371,Desktop,Hyderabad,Instagram,New
U029372,Mobile,Ahmedabad,Facebook,New
U029373,Desktop,Hyderabad,Email,New
U029374,Mobile,Hyderabad,Facebook,Returning
U029375,Mobile,Hyderabad,Direct,New
U029376,Mobile,Bangalore,Referral,New
U029377,Mobile,Chennai,Instagram,New
U029378,Desktop,Ahmedabad,Direct,New
U029379,Mobile,Ahmedabad,Facebook,Returning
U029380,Desktop,Ahmedabad,Instagram,Returning
U029381,Desktop,Kolkata,Email,Returning
U029382,Desktop,Kolkata,Paid Ads,New
U029383,Desktop,Mumbai,Referral,New
U029384,Desktop,Hyderabad,Google,New
U029385,Mobile,Kolkata,Instagram,New
U029386,Mobile,Ahmedabad,Referral,New
U029387,Mobile,Ahmedabad,Direct,New
U029388,Desktop,Chennai,Email,New
U029389,Mobile,Hyderabad,Instagram,New
U029390,Desktop,Hyderabad,Direct,New
U029391,Mobile,Chennai,Instagram,New
U029392,Mobile,Mumbai,Direct,Returning
U029393,Mobile,Delhi,Referral,New
U029394,Desktop,Mumbai,Email,New
U029395,Mobile,Hyderabad,Facebook,Returning
U029396,Mobile,Mumbai,Facebook,New
U029397,Mobile,Pune,Google,New
U029398,Mobile,Delhi,Instagram,Returning
U029399,Mobile,Bangalore,Facebook,New
U029400,Mobile,Pune,Google,Returning
U029401,Mobile,Hyderabad,Paid Ads,New
U029402,Mobile,Bangalore,Google,New
U029403,Tablet,Chennai,Paid Ads,Returning
U029404,Tablet,Bangalore,Direct,New
U029405,Mobile,Delhi,Email,Returning
U029406,Mobile,Mumbai,Google,New
U029407,Mobile,Ahmedabad,Email,New
U029408,Tablet,Chennai,Facebook,Returning
U029409,Mobile,Ahmedabad,Paid Ads,New
U029410,Mobile,Kolkata,Instagram,New
U029411,Mobile,Mumbai,Facebook,New
U029412,Mobile,Ahmedabad,Email,Returning
U029413,Mobile,Ahmedabad,Paid Ads,Returning
U029414,Desktop,Mumbai,Paid Ads,Returning
U029415,Mobile,Mumbai,Google,New
U029416,Mobile,Pune,Facebook,New
U029417,Mobile,Hyderabad,Facebook,New
U029418,Desktop,Bangalore,Facebook,New
U029419,Mobile,Chennai,Email,Returning
U029420,Mobile,Hyderabad,Instagram,New
U029421,Desktop,Hyderabad,Email,New
U029422,Desktop,Delhi,Google,New
U029423,Mobile,Kolkata,Referral,New
U029424,Mobile,Kolkata,Google,New
U029425,Mobile,Kolkata,Facebook,New
U029426,Desktop,Chennai,Referral,Returning
U029427,Mobile,Kolkata,Facebook,Returning
U029428,Mobile,Ahmedabad,Direct,New
U029429,Mobile,Delhi,Direct,New
U029430,Mobile,Kolkata,Paid Ads,New
U029431,Mobile,Delhi,Email,New
U029432,Tablet,Kolkata,Instagram,New
U029433,Mobile,Delhi,Paid Ads,New
U029434,Desktop,Mumbai,Google,New
U029435,Mobile,Bangalore,Instagram,New
U029436,Desktop,Mumbai,Email,New
U029437,Desktop,Kolkata,Direct,New
U029438,Mobile,Hyderabad,Instagram,New
U029439,Mobile,Chennai,Google,Returning
U029440,Mobile,Mumbai,Google,New
U029441,Mobile,Bangalore,Direct,New
U029442,Mobile,Ahmedabad,Facebook,Returning
U029443,Mobile,Bangalore,Facebook,New
U029444,Desktop,Hyderabad,Direct,New
U029445,Desktop,Chennai,Instagram,Returning
U029446,Mobile,Pune,Facebook,New
U029447,Desktop,Hyderabad,Instagram,New
U029448,Desktop,Hyderabad,Facebook,New
U029449,Mobile,Chennai,Facebook,New
U029450,Mobile,Mumbai,Instagram,New
U029451,Mobile,Delhi,Google,New
U029452,Mobile,Pune,Google,New
U029453,Mobile,Kolkata,Paid Ads,New
U029454,Mobile,Delhi,Referral,Returning
U029455,Desktop,Hyderabad,Instagram,New
U029456,Desktop,Kolkata,Google,Returning
U029457,Mobile,Pune,Facebook,New
U029458,Desktop,Chennai,Paid Ads,New
U029459,Desktop,Chennai,Facebook,New
